Leaf type	Leaf arrangement	Number of sepals, petals or tepals	Fusion of sepals and petals	Stamen number	Fruit type (general)	Flower description
simple	alternate or opposite	5 or 0	unfused or fused	5	dry & doesn't split open	superior ovary	Atriplex prostrata	Atriplex	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Persicaria amphibia	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	4 or 5	unfused or fused	6 or 7 or 8	dry & doesn't split open	superior ovary	Persicaria hydropiper	Persicaria	Polygonaceae	Caryophyllales
compound	alternate	4 or 5	unfused	10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Potentilla argentea	Potentilla	Rosaceae	Rosales
compound or simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Thaspium trifoliatum	Thaspium	Apiaceae	Apiales
simple	alternate	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	3	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Polycnemum majus	Polycnemum	Amaranthaceae	Caryophyllales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Myrrhis odorata	Myrrhis	Apiaceae	Apiales
simple	alternate	3	unfused or fused	1 or 3	dry & doesn't split open	superior ovary	Chenopodium foliosum	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	2 or 4	unfused or fused	4	dry & splits open	superior ovary	Pedicularis canadensis	Pedicularis	Orobanchaceae	Lamiales
simple	alternate	5	unfused or fused	10	fleshy	superior ovary	Epigaea repens	Epigaea	Ericaceae	Ericales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Chenopodium simplex	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	1 or 3 or 4 or 5	dry & doesn't split open	superior ovary	Dysphania botrys	Dysphania	Amaranthaceae	Caryophyllales
simple	alternate or whorled	5	unfused	3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Lechea intermedia	Lechea	Cistaceae	Malvales
simple	alternate	5	unfused or fused	13	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Althaea officinalis	Althaea	Malvaceae	Malvales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Alyssum alyssoides	Alyssum	Brassicaceae	Brassicales
simple	alternate or opposite or whorled	5	unfused or fused	4	dry & splits open	superior ovary	Linaria maroccana	Linaria	Plantaginaceae	Lamiales
compound	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Polemonium vanbruntiae	Polemonium	Polemoniaceae	Ericales
simple	alternate	5	unfused or fused	4	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Browallia americana	Browallia	Solanaceae	Solanales
simple	alternate	5	unfused or fused	13	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Sida hermaphrodita	Sida	Malvaceae	Malvales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Gilia interior	Gilia	Polemoniaceae	Ericales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Physalis heterophylla	Physalis	Solanaceae	Solanales
compound or simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum rostratum	Solanum	Solanaceae	Solanales
simple	alternate	3 or 4 or 5	unfused	0 or 3 or 4 or 5	dry & splits open	superior ovary	Amaranthus powellii	Amaranthus	Amaranthaceae	Caryophyllales
simple	basal	5	unfused	1 or 5	dry & splits open	superior ovary	Viola sororia	Viola	Violaceae	Malpighiales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary & hypanthium or inferior ovary	Samolus valerandi	Samolus	Primulaceae	Ericales
simple	alternate	5	unfused or fused	13	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Abutilon pictum	Abutilon	Malvaceae	Malvales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Alliaria petiolata	Alliaria	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Collomia linearis	Collomia	Polemoniaceae	Ericales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	inferior ovary	Sicyos angulatus	Sicyos	Cucurbitaceae	Cucurbitales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Camissonia bistorta	Camissonia	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Datura stramonium	Datura	Solanaceae	Solanales
simple	basal	5	unfused or fused	10	dry & splits open	superior ovary	Pyrola americana	Pyrola	Ericaceae	Ericales
simple	alternate or basal	1	unfused or fused	6	dry & splits open	inferior ovary	Aristolochia clematitis	Aristolochia	Aristolochiaceae	Piperales
simple	alternate	5	unfused or fused	3	fleshy	inferior ovary	Cucurbita pepo	Cucurbita	Cucurbitaceae	Cucurbitales
simple	alternate or opposite	4	unfused or fused	4 or 5 or 6 or 7 or 8	dry & splits open	superior ovary & hypanthium	Chrysosplenium americanum	Chrysosplenium	Saxifragaceae	Saxifragales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open	superior ovary	Cuscuta pentagona	Cuscuta	Convolvulaceae	Solanales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary & hypanthium or superior ovary or inferior ovary	Fallopia japonica	Fallopia	Polygonaceae	Caryophyllales
compound or simple	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Geum peckii	Geum	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Phacelia viscida	Phacelia	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum triflorum	Solanum	Solanaceae	Solanales
simple	alternate	5	unfused or fused	6 or 7 or 8	dry & doesn't split open	superior ovary	Persicaria pensylvanica	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Bupleurum odontites	Bupleurum	Apiaceae	Apiales
compound	alternate	4 or 5	unfused	7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Thalictrum dasycarpum	Thalictrum	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Verbascum thapsus	Verbascum	Scrophulariaceae	Lamiales
simple	alternate	5	unfused or fused	13	dry & splits open	superior ovary	Argemone mexicana	Argemone	Papaveraceae	Ranunculales
simple	alternate	5	unfused	10	dry & splits open	superior ovary & hypanthium or inferior ovary	Saxifraga aizoides	Saxifraga	Saxifragaceae	Saxifragales
simple	alternate	5	unfused or fused	4 or 5	dry & splits open or dry & doesn't split open	superior ovary	Cuscuta compacta	Cuscuta	Convolvulaceae	Solanales
simple	alternate	5	unfused or fused	0 or 3	fleshy	inferior ovary	Cucumis melo	Cucumis	Cucurbitaceae	Cucurbitales
compound	alternate	4	unfused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Cardamine incisa	Cardamine	Brassicaceae	Brassicales
simple	alternate	4	unfused or fused	6 or 7 or 8	dry & doesn't split open	superior ovary	Persicaria arifolia	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	5	unfused	5	dry & splits open	superior ovary	Hybanthus concolor	Hybanthus	Violaceae	Malpighiales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Phacelia distans	Phacelia	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5 or 6 or 7 or 8	dry & doesn't split open	superior ovary	Polygonum aviculare	Polygonum	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum citrullifolium	Solanum	Solanaceae	Solanales
simple	basal	5	unfused	10	dry & splits open	superior ovary & hypanthium	Tiarella cordifolia	Tiarella	Saxifragaceae	Saxifragales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Lepidium campestre	Lepidium	Brassicaceae	Brassicales
compound or simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Sium suave	Sium	Apiaceae	Apiales
simple	alternate	5	unfused or fused	6 or 8	dry & doesn't split open	superior ovary	Fallopia baldschuanica	Fallopia	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Calystegia sepium	Calystegia	Convolvulaceae	Solanales
compound	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum lycopersicon	Solanum	Solanaceae	Solanales
simple	alternate	5	unfused or fused	13	dry & splits open or dry & doesn't split open	superior ovary	Abutilon theophrasti	Abutilon	Malvaceae	Malvales
simple	alternate	4	unfused	6	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Lepidium draba	Lepidium	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Ipomoea purpurea	Ipomoea	Convolvulaceae	Solanales
simple	alternate	6	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Rumex acetosa	Rumex	Polygonaceae	Caryophyllales
simple	alternate or basal	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Ranunculus cymbalaria	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	4	unfused or fused	8	dry & splits open	inferior ovary	Oenothera biennis	Oenothera	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	8	dry & doesn't split open	superior ovary	Fallopia cristata	Fallopia	Polygonaceae	Caryophyllales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Brassica nigra	Brassica	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	8 or 9 or 10 or 11 or 12	dry & splits open	superior ovary	Croton texensis	Croton	Euphorbiaceae	Malpighiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Aethusa cynapium	Aethusa	Apiaceae	Apiales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Erysimum hieraciifolium	Erysimum	Brassicaceae	Brassicales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Potentilla pulcherrima	Potentilla	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Calystegia spithamaea	Calystegia	Convolvulaceae	Solanales
compound or simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum dulcamara	Solanum	Solanaceae	Solanales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Cynoglossum microglochin	Cynoglossum	Boraginaceae	Boraginales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Cardamine douglassii	Cardamine	Brassicaceae	Brassicales
simple	alternate	4	unfused or fused	4	dry & splits open	superior ovary	Bartonia paniculata	Bartonia	Gentianaceae	Gentianales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Salsola tragus	Salsola	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused	0 or 4 or 5	dry & splits open	superior ovary	Amaranthus cruentus	Amaranthus	Amaranthaceae	Caryophyllales
simple	alternate	3 or 5	unfused or fused	8	dry & splits open	superior ovary	Polygala senega	Polygala	Polygalaceae	Fabales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Symphytum officinale	Symphytum	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Verbascum nigrum	Verbascum	Scrophulariaceae	Lamiales
simple	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Bupleurum rotundifolium	Bupleurum	Apiaceae	Apiales
compound	alternate	5	unfused or fused	10	dry & splits open	superior ovary	Oxalis dillenii	Oxalis	Oxalidaceae	Oxalidales
simple	alternate	3 or 5	unfused or fused	5	dry & splits open	superior ovary	Impatiens pallida	Impatiens	Balsaminaceae	Ericales
simple	alternate	5	unfused or fused	5	fleshy	superior ovary	Solanum physalifolium	Solanum	Solanaceae	Solanales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Osmorhiza depauperata	Osmorhiza	Apiaceae	Apiales
simple	alternate	3 or 4	unfused or fused	8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Acalypha virginica	Acalypha	Euphorbiaceae	Malpighiales
simple	alternate	3 or 4	unfused or fused	8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Acalypha rhomboidea	Acalypha	Euphorbiaceae	Malpighiales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Myosotis verna	Myosotis	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5 or 8	dry & doesn't split open	superior ovary	Persicaria careyi	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Hackelia deflexa	Hackelia	Boraginaceae	Boraginales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Barbarea orthoceras	Barbarea	Brassicaceae	Brassicales
compound	alternate	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused	13	dry & splits open	superior ovary & hypanthium	Paeonia officinalis	Paeonia	Paeoniaceae	Saxifragales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Ptilimnium capillaceum	Ptilimnium	Apiaceae	Apiales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Bunias orientalis	Bunias	Brassicaceae	Brassicales
simple	alternate	4	unfused	1	dry & splits open	superior ovary	Lepidium virginicum	Lepidium	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	13	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Anoda cristata	Anoda	Malvaceae	Malvales
simple	alternate	4 or 5	unfused	5	dry & doesn't split open or fleshy	inferior ovary	Comandra umbellata	Comandra	Santalaceae	Santalales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Myosotis scorpioides	Myosotis	Boraginaceae	Boraginales
simple	alternate	3	unfused or fused	3	dry & doesn't split open	inferior ovary	Proserpinaca pectinata	Proserpinaca	Haloragaceae	Saxifragales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Suaeda calceoliformis	Suaeda	Amaranthaceae	Caryophyllales
simple	alternate	4	unfused or fused	5	dry & doesn't split open	superior ovary	Persicaria virginiana	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	5	unfused or fused	13	dry & splits open	superior ovary	Consolida ajacis	Consolida	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Pulmonaria saccharata	Pulmonaria	Boraginaceae	Boraginales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Draba glabella	Draba	Brassicaceae	Brassicales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Cardamine bulbosa	Cardamine	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	0 or 1	dry & doesn't split open	superior ovary	Dysphania pumilio	Dysphania	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Campanula glomerata	Campanula	Campanulaceae	Asterales
simple	alternate	5	unfused or fused	13	dry & doesn't split open	superior ovary	Malva verticillata	Malva	Malvaceae	Malvales
simple	alternate	3 or 5	unfused or fused	8	dry & splits open	superior ovary	Polygala ambigua	Polygala	Polygalaceae	Fabales
simple	basal	4 or 5 or 6 or 7	unfused or fused	4 or 5 or 6 or 7 or 8	dry & splits open	superior ovary	Drosera rotundifolia	Drosera	Droseraceae	Caryophyllales
simple	alternate or opposite	5 or 0	unfused or fused	5	dry & doesn't split open	superior ovary	Atriplex acadiensis	Atriplex	Amaranthaceae	Caryophyllales
simple	alternate or opposite	5	unfused or fused	5	dry & doesn't split open	superior ovary	Anchusa arvensis	Anchusa	Boraginaceae	Boraginales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Boechera stricta	Boechera	Brassicaceae	Brassicales
compound	alternate	5	unfused	13	dry & splits open	superior ovary	Nigella sativa	Nigella	Ranunculaceae	Ranunculales
compound	alternate	5	unfused	13	fleshy	superior ovary & hypanthium	Fragaria vesca	Fragaria	Rosaceae	Rosales
simple	alternate	5	unfused or fused	13	dry & doesn't split open	superior ovary	Malva rotundifolia	Malva	Malvaceae	Malvales
simple	alternate or opposite or whorled	5	unfused or fused	1	dry & splits open	superior ovary	Veronica spuria	Veronica	Plantaginaceae	Lamiales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Erysimum capitatum	Erysimum	Brassicaceae	Brassicales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Comarum palustre	Comarum	Rosaceae	Rosales
simple	alternate or opposite	5	unfused or fused	5	dry & doesn't split open	superior ovary	Cryptantha ambigua	Cryptantha	Boraginaceae	Boraginales
compound or simple	alternate or opposite	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused	5	dry & doesn't split open	superior ovary	Cannabis sativa	Cannabis	Cannabaceae	Rosales
simple	alternate	4 or 5	unfused or fused	4 or 5	dry & splits open or dry & doesn't split open	superior ovary	Cuscuta coryli	Cuscuta	Convolvulaceae	Solanales
simple	alternate or opposite or whorled	5	unfused	10	dry & splits open	superior ovary	Hylotelephium telephium	Hylotelephium	Crassulaceae	Saxifragales
simple	alternate	5	unfused or fused	1	dry & doesn't split open	superior ovary	Chenopodium polyspermum	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Iberis amara	Iberis	Brassicaceae	Brassicales
compound or simple	alternate	4	unfused	1	dry & splits open	superior ovary	Lepidium densiflorum	Lepidium	Brassicaceae	Brassicales
simple	opposite	5	unfused	10	dry & doesn't split open	superior ovary	Geranium molle	Geranium	Geraniaceae	Geraniales
compound or simple	alternate	4	unfused	1	dry & splits open	superior ovary	Lepidium ruderale	Lepidium	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Echium pustulatum	Echium	Boraginaceae	Boraginales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Descurainia incana	Descurainia	Brassicaceae	Brassicales
simple	alternate	5	unfused	13	dry & doesn't split open	superior ovary	Ranunculus micranthus	Ranunculus	Ranunculaceae	Ranunculales
compound	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary & hypanthium	Agrimonia microcarpa	Agrimonia	Rosaceae	Rosales
simple	alternate	5	unfused	0 or 4 or 5	dry & splits open	superior ovary	Amaranthus hybridus	Amaranthus	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5 or 8	dry & doesn't split open	superior ovary	Persicaria puritanorum	Persicaria	Polygonaceae	Caryophyllales
simple	alternate	3 or 5	unfused or fused	8	dry & splits open	superior ovary	Polygala sanguinea	Polygala	Polygalaceae	Fabales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Ipomoea hederacea	Ipomoea	Convolvulaceae	Solanales
simple	alternate	5 or 6	unfused or fused	13	dry & splits open	superior ovary	Reseda odorata	Reseda	Resedaceae	Brassicales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex triangulivalvis	Rumex	Polygonaceae	Caryophyllales
simple	alternate	4	unfused	13	dry & splits open	superior ovary	Glaucium flavum	Glaucium	Papaveraceae	Ranunculales
simple	alternate	5	unfused or fused	0 or 3	fleshy	inferior ovary	Citrullus lanatus	Citrullus	Cucurbitaceae	Cucurbitales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Echium plantagineum	Echium	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Myosotis stricta	Myosotis	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Symphytum tuberosum	Symphytum	Boraginaceae	Boraginales
simple	alternate	3	unfused or fused	3	dry & doesn't split open	superior ovary	Chenopodium capitatum	Chenopodium	Amaranthaceae	Caryophyllales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Cardamine pratensis	Cardamine	Brassicaceae	Brassicales
simple	alternate	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	5	dry & splits open or dry & doesn't split open or fleshy	inferior ovary	Beta vulgaris	Beta	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Onosmodium virginianum	Onosmodium	Boraginaceae	Boraginales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Suaeda maritima	Suaeda	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Pseudabutilon stuckertii	Pseudabutilon	Malvaceae	Malvales
simple	alternate or opposite	5 or 0	unfused or fused	0 or 5	dry & doesn't split open	superior ovary	Atriplex patula	Atriplex	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	5	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Bassia hirsuta	Bassia	Amaranthaceae	Caryophyllales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Osmorhiza claytonii	Osmorhiza	Apiaceae	Apiales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Verbascum phlomoides	Verbascum	Scrophulariaceae	Lamiales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary & hypanthium	Potentilla norvegica	Potentilla	Rosaceae	Rosales
simple	alternate	6	unfused or fused	6	dry & doesn't split open	superior ovary	Rumex longifolius	Rumex	Polygonaceae	Caryophyllales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Oenothera oakesiana	Oenothera	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Lysimachia clethroides	Lysimachia	Primulaceae	Ericales
compound	alternate	4 or 5 or 6 or 7	unfused	13	fleshy	superior ovary	Actaea rubra	Actaea	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Phacelia minor	Phacelia	Boraginaceae	Boraginales
simple	alternate or opposite or whorled	5	unfused	3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Lechea mucronata	Lechea	Cistaceae	Malvales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Pimpinella anisum	Pimpinella	Apiaceae	Apiales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Heracleum mantegazzianum	Heracleum	Apiaceae	Apiales
compound	alternate	4	unfused	4	dry & doesn't split open	superior ovary & hypanthium	Sanguisorba canadensis	Sanguisorba	Rosaceae	Rosales
simple	alternate	5 or 6	unfused or fused	0 or 4 or 5 or 6	dry & doesn't split open	superior ovary	Emex spinosa	Emex	Polygonaceae	Caryophyllales
compound	alternate	5	unfused or fused	10	dry & splits open	superior ovary	Oxalis stricta	Oxalis	Oxalidaceae	Oxalidales
simple	alternate	5	unfused or fused	3 or 4 or 5 or 6 or 7 or 8	dry & doesn't split open	superior ovary	Polygonum bellardii	Polygonum	Polygonaceae	Caryophyllales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Brassica rapa	Brassica	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	0 or 3	dry & doesn't split open or fleshy	inferior ovary	Lagenaria siceraria	Lagenaria	Cucurbitaceae	Cucurbitales
simple	alternate	4	unfused or fused	0 or 4	dry & doesn't split open	superior ovary	Parietaria judaica	Parietaria	Urticaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Phacelia egena	Phacelia	Boraginaceae	Boraginales
simple	alternate	5	unfused	13	dry & splits open	superior ovary	Delphinium exaltatum	Delphinium	Ranunculaceae	Ranunculales
simple	alternate or whorled	5	unfused	3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary	Lechea tenuifolia	Lechea	Cistaceae	Malvales
simple	alternate	4	unfused	6	dry & splits open	superior ovary	Iberis sempervirens	Iberis	Brassicaceae	Brassicales
compound or simple	alternate	5	unfused	5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & doesn't split open	superior ovary	Ranunculus bulbosus	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate or opposite	4	unfused or fused	1	dry & splits open	superior ovary	Veronica arvensis	Veronica	Plantaginaceae	Lamiales
simple	alternate	4	unfused	8	dry & splits open	inferior ovary	Oenothera fruticosa	Oenothera	Onagraceae	Myrtales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Convolvulus arvensis	Convolvulus	Convolvulaceae	Solanales
simple	alternate	4 or 5	unfused	8 or 9 or 10	dry & splits open	superior ovary	Hypopitys lanuginosa	Hypopitys	Ericaceae	Ericales
simple	alternate or basal	1 or 2 or 3 or 4 or 5 or 0 or 6 or 7	unfused or fused	9	dry & doesn't split open	superior ovary	Chorizanthe pungens	Chorizanthe	Polygonaceae	Caryophyllales
compound or simple	alternate	4	unfused	6	dry & doesn't split open	superior ovary	Raphanus sativus	Raphanus	Brassicaceae	Brassicales
simple	alternate or opposite	5	unfused	5	dry & splits open	superior ovary & hypanthium	Corrigiola litoralis	Corrigiola	Molluginaceae	Caryophyllales
simple	alternate or opposite	6	unfused or fused	6	dry & splits open	superior ovary & hypanthium	Lythrum lineare	Lythrum	Lythraceae	Myrtales
simple	alternate or opposite	5 or 6	unfused or fused	5	dry & splits open	superior ovary	Lysimachia maritima	Lysimachia	Primulaceae	Ericales
simple	alternate	1	unfused	1	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Monolepis nuttalliana	Monolepis	Amaranthaceae	Caryophyllales
simple	alternate or opposite	5	unfused or fused	4	dry & splits open	superior ovary	Chaenorhinum minus	Chaenorhinum	Plantaginaceae	Lamiales
simple	alternate	5	unfused	0 or 5	dry & splits open	superior ovary	Amaranthus palmeri	Amaranthus	Amaranthaceae	Caryophyllales
compound	alternate	5	unfused	5	dry & doesn't split open	inferior ovary	Heracleum sphondylium	Heracleum	Apiaceae	Apiales
simple	alternate	5	unfused or fused	8 or 9 or 10	dry & splits open	superior ovary	Phyllodoce caerulea	Phyllodoce	Ericaceae	Ericales
compound	alternate	4	unfused	4	dry & doesn't split open	superior ovary & hypanthium	Sanguisorba officinalis	Sanguisorba	Rosaceae	Rosales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Barbarea vulgaris	Barbarea	Brassicaceae	Brassicales
simple	alternate	4	unfused	4	dry & doesn't split open	superior ovary & hypanthium	Alchemilla monticola	Alchemilla	Rosaceae	Rosales
compound or simple	alternate	4	unfused	6	dry & splits open	superior ovary	Brassica oleracea	Brassica	Brassicaceae	Brassicales
simple	alternate	5	unfused or fused	5	dry & splits open	superior ovary	Hyoscyamus niger	Hyoscyamus	Solanaceae	Solanales
compound	alternate	5	unfused	13	dry & doesn't split open	superior ovary	Ranunculus sardous	Ranunculus	Ranunculaceae	Ranunculales
simple	alternate	5	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open or dry & doesn't split open or fleshy	superior ovary	Sphaeralcea mendocina	Sphaeralcea	Malvaceae	Malvales
compound	alternate	5	unfused or fused	0 or 1 or 3 or 4 or 5 or 6 or 7 or 8 or 9 or 10 or 11 or 12 or 13	dry & splits open	superior ovary & hypanthium	Aruncus dioicus	Aruncus	Rosaceae	Rosales
simple	alternate	5	unfused or fused	5	dry & doesn't split open	superior ovary	Chenopodium standleyanum	Chenopodium	Amaranthaceae	Caryophyllales
simple	alternate	5	unfused or fused	4	dry & splits open	superior ovary	Misopates orontium	Misopates	Plantaginaceae	Lamiales
simple	alternate	5	unfused or fused	5	dry & splits open	inferior ovary	Campanula carpatica	Campanula	Campanulaceae	Asterales
compound	alternate	5	unfused	13	fleshy	superior ovary & hypanthium	Potentilla indica	Potentilla	Rosaceae	Rosales
